Tree Level,Tree Path,Id,Abbreviation,Description
7,31048363.31049043.31049914.31050234.31050265.31050269,31050269,Evacuation and consequence management techniques,Evacuation and consequence management techniques
7,31048363.31049043.31049914.31050234.31050265.31050270,31050270,Impact analysis concepts and impact reduction,Impact analysis concepts and impact reduction
7,31048363.31049043.31049914.31050234.31050265.31050271,31050271,Structures vulnerability prediction,Structures vulnerability prediction
7,31048363.31049043.31049914.31050234.31050265.31050272,31050272,Space Operations monitoring,Space Operations monitoring
7,31048363.31049043.31049914.31050234.31050265.31050273,31050273,Quick Launch,Quick Launch
7,31048363.31049043.31049914.31050234.31050265.31050274,31050274,Single-Stage-To-Orbit (SSTO) Reusable Launch Vehic,Single-Stage-To-Orbit (SSTO) Reusable Launch Vehicle (RLV)
7,31048363.31049043.31049914.31050234.31050265.31050275,31050275,Launch Vehicles for Space Systems,Launch Vehicles for Space Systems
6,31048363.31049043.31049914.31050234.31050276,31050276,Long term health hazard prevention in security rel,Long term health hazard prevention in security related situations
7,31048363.31049043.31049914.31050234.31050276.31050277,31050277,System safety of security systems,System safety of security systems
7,31048363.31049043.31049914.31050234.31050276.31050278,31050278,"Fatigue and stress observation, analysis and copin","Fatigue and stress observation, analysis and coping"
7,31048363.31049043.31049914.31050234.31050276.31050279,31050279,Occupational health services for security personne,"Occupational health services for security personnel (methods, facilities, evaluation)"
7,31048363.31049043.31049914.31050234.31050276.31050280,31050280,Plans and concepts for disaster medicine and relev,Plans and concepts for disaster medicine and relevant health services
6,31048363.31049043.31049914.31050234.31050281,31050281,Gender in Security,Gender in Security
5,31048363.31049043.31049914.31050282,31050282,Financial Engineering,Financial Engineering
6,31048363.31049043.31049914.31050282.31050283,31050283,Public Private Partnerships (PPP),Public Private Partnerships (PPP)
6,31048363.31049043.31049914.31050282.31050284,31050284,"Economic and socio-economic evaluation, economic-f","Economic and socio-economic evaluation, economic-financial modelling"
6,31048363.31049043.31049914.31050282.31050285,31050285,Financial modelling,Financial modelling
6,31048363.31049043.31049914.31050282.31050286,31050286,Project finance,Project finance
6,31048363.31049043.31049914.31050282.31050287,31050287,Infrastructure pricing,Infrastructure pricing
6,31048363.31049043.31049914.31050282.31050288,31050288,"Transport costs: capex, opex, external costs","Transport costs: capex, opex, external costs"
6,31048363.31049043.31049914.31050282.31050289,31050289,"Risk analysis (budget, traffic, revenue, planning,","Risk analysis (budget, traffic, revenue, planning, others)"
6,31048363.31049043.31049914.31050282.31050290,31050290,Transport demand forecast,Transport demand forecast
4,31048363.31049043.31053953,31053953,Environmental engineering,Environmental engineering
5,31048363.31049043.31053953.31049151,31049151,Ocean engineering,Ocean engineering
6,31048363.31049043.31053953.31049151.31049045,31049045,"Civil engineering, maritime/hydraulic engineering,","Civil engineering, maritime/hydraulic engineering, geotechnics, waste treatment"
6,31048363.31049043.31053953.31049151.31049416,31049416,Ocean literacy,Ocean literacy
5,31048363.31049043.31053953.31049213,31049213,"Environmental and geological engineering, geotechn","Environmental and geological engineering, geotechnics"
6,31048363.31049043.31053953.31049213.31049045,31049045,"Civil engineering, maritime/hydraulic engineering,","Civil engineering, maritime/hydraulic engineering, geotechnics, waste treatment"
6,31048363.31049043.31053953.31049213.31049214,31049214,"Geological engineering, geophysical engineering, m","Geological engineering, geophysical engineering, mining, geotechnics"
6,31048363.31049043.31053953.31049213.31049215,31049215,Environmental engineering and geotechnics,Environmental engineering and geotechnics
6,31048363.31049043.31053953.31049213.31049216,31049216,"Sustainable design (for recycling, for environment","Sustainable design (for recycling, for environment, eco-design)"
6,31048363.31049043.31053953.31049213.31049217,31049217,Rural and survey engineering,Rural and survey engineering
5,31048363.31049043.31053953.31049218,31049218,"Energy, fuels and petroleum engineering","Energy, fuels and petroleum engineering"
6,31048363.31049043.31053953.31049218.31049070,31049070,Energy storage,Energy storage
7,31048363.31049043.31053953.31049218.31049070.31049397,31049397,Heat storage,Heat storage
7,31048363.31049043.31053953.31049218.31049070.31049398,31049398,Electricity storage,Electricity storage
6,31048363.31049043.31053953.31049218.31049174,31049174,"Energy systems (production, distribution, applicat","Energy systems (production, distribution, application)"
6,31048363.31049043.31053953.31049218.31049219,31049219,"Energy systems, smart energy, smart grids, wireles","Energy systems, smart energy, smart grids, wireless energy transfer"
6,31048363.31049043.31053953.31049218.31049220,31049220,"Energy collection, conversion and storage, renewab","Energy collection, conversion and storage, renewable energy"
6,31048363.31049043.31053953.31049218.31049221,31049221,Microfluidics,Microfluidics
6,31048363.31049043.31053953.31049218.31049222,31049222,Energy efficiency - general,Energy efficiency - general
6,31048363.31049043.31053953.31049218.31049223,31049223,Energy efficient buildings,Energy efficient buildings
7,31048363.31049043.31053953.31049218.31049223.31049224,31049224,Energy performance of buildings policy,Energy performance of buildings policy
7,31048363.31049043.31053953.31049218.31049223.31049225,31049225,Energy performance certification,Energy performance certification
7,31048363.31049043.31053953.31049218.31049223.31049226,31049226,Residential buildings,Residential buildings
7,31048363.31049043.31053953.31049218.31049223.31049227,31049227,Tertiary buildings,Tertiary buildings
7,31048363.31049043.31053953.31049218.31049223.31049228,31049228,Energy management in buildings,Energy management in buildings
7,31048363.31049043.31053953.31049218.31049223.31049229,31049229,Building design,Building design
7,31048363.31049043.31053953.31049218.31049223.31049230,31049230,Occupant behaviour,Occupant behaviour
7,31048363.31049043.31053953.31049218.31049223.31049231,31049231,Awareness campaigns,Awareness campaigns
7,31048363.31049043.31053953.31049218.31049223.31049232,31049232,Renovation,Renovation
7,31048363.31049043.31053953.31049218.31049223.31049233,31049233,Quality and compliance in buildings,Quality and compliance in buildings
7,31048363.31049043.31053953.31049218.31049223.31049234,31049234,Urban planning,Urban planning
7,31048363.31049043.31053953.31049218.31049223.31049235,31049235,Building codes and regulations,Building codes and regulations
7,31048363.31049043.31053953.31049218.31049223.31049236,31049236,Low/nearly-zero & energy positive buildings,Low/nearly-zero & energy positive buildings
7,31048363.31049043.31053953.31049218.31049223.31049237,31049237,Integration of renewables,Integration of renewables
7,31048363.31049043.31053953.31049218.31049223.31049238,31049238,Vocational training,Vocational training
7,31048363.31049043.31053953.31049218.31049223.31049239,31049239,Construction skills,Construction skills
7,31048363.31049043.31053953.31049218.31049223.31049240,31049240,HVAC systems,HVAC systems
6,31048363.31049043.31053953.31049218.31049241,31049241,Energy efficient industry,Energy efficient industry
7,31048363.31049043.31053953.31049218.31049241.31049242,31049242,Energy intensive industry,Energy intensive industry
7,31048363.31049043.31053953.31049218.31049241.31049243,31049243,Small and medium size enterprises,Small and medium size enterprises
7,31048363.31049043.31053953.31049218.31049241.31049244,31049244,Energy management,Energy management
7,31048363.31049043.31053953.31049218.31049241.31049245,31049245,Energy auditing,Energy auditing
7,31048363.31049043.31053953.31049218.31049241.31049246,31049246,Energy benchmarking,Energy benchmarking
7,31048363.31049043.31053953.31049218.31049241.31049247,31049247,Industrial processes,Industrial processes
7,31048363.31049043.31053953.31049218.31049241.31049248,31049248,Voluntary agreements,Voluntary agreements
7,31048363.31049043.31053953.31049218.31049241.31049249,31049249,Training,Training
7,31048363.31049043.31053953.31049218.31049241.31049250,31049250,Industrial clusters,Industrial clusters
7,31048363.31049043.31053953.31049218.31049241.31049251,31049251,Polygeneration,Polygeneration
6,31048363.31049043.31053953.31049218.31049252,31049252,Energy efficient products,Energy efficient products
7,31048363.31049043.31053953.31049218.31049252.31049253,31049253,Energy labels,Energy labels
7,31048363.31049043.31053953.31049218.31049252.31049254,31049254,"Ecodesign, Life Cycle Analysis","Ecodesign, Life Cycle Analysis"
7,31048363.31049043.31053953.31049218.31049252.31049255,31049255,Green procurement,Green procurement
7,31048363.31049043.31053953.31049218.31049252.31049256,31049256,Standby losses,Standby losses
7,31048363.31049043.31053953.31049218.31049252.31049257,31049257,Domestic appliances,Domestic appliances
7,31048363.31049043.31053953.31049218.31049252.31049258,31049258,Lighting,Lighting
7,31048363.31049043.31053953.31049218.31049252.31049259,31049259,Motor driven systems,Motor driven systems
7,31048363.31049043.31053953.31049218.31049252.31049260,31049260,HVAC equipment,HVAC equipment
7,31048363.31049043.31053953.31049218.31049252.31049261,31049261,ICT,ICT
7,31048363.31049043.31053953.31049218.31049252.31049262,31049262,Metering,Metering
6,31048363.31049043.31053953.31049218.31049263,31049263,Energy end-use efficiency and energy services,Energy end-use efficiency and energy services
7,31048363.31049043.31053953.31049218.31049263.31049244,31049244,Energy management,Energy management
7,31048363.31049043.31053953.31049218.31049263.31049264,31049264,Policy making on energy efficiency,Policy making on energy efficiency
7,31048363.31049043.31053953.31049218.31049263.31049265,31049265,Energy services,Energy services
